,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,positive SA value,Negative SA values,Compound,source,tweet
1329,4898091,2020-02-12 11:40:11+00:00, ,1.22756E+18,en,28,0,3,15,,,,SocialFlow,"Angela Merkel, the German chancellor, has opposed any attempt to single out Huawei, preferring instead to tighten security requirements on all suppliers
 https://t.co/pP4OblrEOI"
1327,4898091,2020-02-12 12:06:08+00:00, ,1.22756E+18,en,5,0,0,2,,,,SocialFlow,"Help us better understand how you read and use the Financial Times. Answer our Global Reader Survey by Friday February 14 and be entered to win a free prize draw to win £1,000. Complete the survey here: https://t.co/qorAXpfyVX https://t.co/OCA6sE1aPC"
1322,4898091,2020-02-12 13:40:09+00:00, ,1.22759E+18,en,2,1,0,0,,,,SocialFlow,"From the film-maker Noah Baumbach to the original podcast host, Ira Glass, the man behind This American Life, the FT's culture podcast @FTCultureCall has got great things in store for its second season. Find out more (including how to listen) right here: https://t.co/GQaJyJ9Wzf"
1320,4898091,2020-02-12 14:20:08+00:00, ,1.2276E+18,en,10,2,0,2,,,,SocialFlow,"A third of people in the UK get less than the recommended 7-9 hours of sleep a night, according to the National Sleep Foundation. The FT's Daniel Garrahan tests out some of the latest sleep solutions: https://t.co/sLeBIBeqtL https://t.co/gyGHr8gDlT"
1319,4898091,2020-02-12 14:40:07+00:00, ,1.2276E+18,en,25,1,2,15,,,,SocialFlow,"Formula One's Chinese Grand Prix, which was due to be held in Shanghai in April, has been postponed because of the outbreak of coronavirus. Follow the latest updates in our live blog: https://t.co/J65mkJZC0u"
1315,4898091,2020-02-12 15:20:11+00:00, ,1.22761E+18,en,9,2,1,9,,,,SocialFlow,Why is the City worried? Why is Brussels against a long-term arrangement? Is a compromise possible? Find out the answers here: https://t.co/vkNaOK1zxU
1314,4898091,2020-02-12 15:40:10+00:00, ,1.22762E+18,en,9,1,1,3,,,,SocialFlow,"Janan Ganesh: With a combined age of 151, Mr Trump and Mr Sanders are a curiously future-facing pair, heralds of a nation that is, albeit in fits and starts, secularising https://t.co/lOibWeWIwH"
1307,4898091,2020-02-12 18:19:46+00:00, ,1.22766E+18,en,7,2,0,8,,,,SocialFlow,Mobile World Congress calls emergency coronavirus meeting https://t.co/Sqp9gDJioD
1305,4898091,2020-02-12 18:40:10+00:00, ,1.22766E+18,en,120,12,1,41,,,,SocialFlow,"Opinion: We are taught from early childhood that 'winners never quit, and quitters never win'. It turns out that real life is not a montage of inspirational quotes that we should live by, and getting ahead doesn’t always mean searching for more 'grit' https://t.co/58741xgLOg"
1304,4898091,2020-02-12 18:45:23+00:00, ,1.22767E+18,en,6,0,0,4,,,,SocialFlow,Fed’s Daly says US job market still has room to run https://t.co/P21gH90STx
1303,4898091,2020-02-12 19:00:18+00:00, ,1.22767E+18,en,14,0,0,2,,,,SocialFlow,Honey &amp; Co’s baby back ribs with clementines are a great way to feed a crowd https://t.co/xkbTk9loSF
1302,4898091,2020-02-12 19:20:09+00:00, ,1.22767E+18,en,62,2,6,36,,,,SocialFlow,"Opinion: My biggest concern is that the Chinese will cherry-pick their demands for freedom of speech. If they avoid seeing the system itself as the root of the problem, they will never eradicate the true cause of the crisis https://t.co/VX28FVzFcf"
1301,4898091,2020-02-12 19:40:06+00:00, ,1.22768E+18,en,24,0,1,4,,,,SocialFlow,"The South Korean public has a deep attachment to domestic-made films and overwhelmingly favours local movies over Hollywood blockbusters
https://t.co/f7dEQzZ6te"
1300,4898091,2020-02-12 20:00:12+00:00, ,1.22768E+18,en,12,1,0,10,,,,SocialFlow,"The first case of coronavirus in London has been diagnosed, in a woman who picked up the virus in China.  Follow live updates and analysis here: https://t.co/rpFZUDjC3L"
1299,4898091,2020-02-12 20:20:12+00:00, ,1.22769E+18,en,37,4,5,21,,,,SocialFlow,"The euro fell to its weakest level against the US dollar in more than two and a half years, reflecting the market’s concerns over economic fallout from the coronavirus outbreak https://t.co/5bQYYVGSKa https://t.co/G53iPGtpHr"
1298,4898091,2020-02-12 21:01:35+00:00, ,1.2277E+18,en,0,0,0,83,,,,SocialFlow,RT @MsHannahMurphy: BREAKING: Facebook has alleged that one of south-east Asia’s biggest telecoms providers used tactics typical of Russian…
1296,4898091,2020-02-12 21:40:09+00:00, ,1.22771E+18,en,11,0,0,6,,,,SocialFlow,Gillian Tett: The grim reality is that America’s political district map is likely to become even messier after the next census and election — both in terms of political fights and those ridiculously weird lines on the map https://t.co/K5ZGxD1nCU
1295,4898091,2020-02-12 22:20:11+00:00, ,1.22772E+18,en,17,0,0,6,,,,SocialFlow,The marine plant that can enhance any dish (and make the perfect snack) https://t.co/hfmrh52fkD
1293,4898091,2020-02-12 22:40:07+00:00, ,1.22772E+18,en,54,0,0,27,,,,SocialFlow,"Bestselling French economist Thomas Piketty talks to the FT's European economics commentator Martin Sandbu about ideology, capital, and how to make societies fairer with taxes on wealth and inheritance https://t.co/YQvjb09DOh"
1290,4898091,2020-02-13 00:00:16+00:00, ,1.22774E+18,en,24,3,4,17,,,,SocialFlow,"Good morning, Hong Kong. While you were sleeping, this was one of our most read stories: https://t.co/M7lJ1kmoq2"
1289,4898091,2020-02-13 00:51:22+00:00, ,1.22776E+18,en,9,0,1,4,,,,SocialFlow,Chinese point finger of blame as coronavirus fears spread https://t.co/NK234PHXEX
1287,4898091,2020-02-13 01:05:36+00:00, ,1.22776E+18,en,13,2,1,20,,,,SocialFlow,"Coronavirus latest: China’s Hubei province reports nearly 15,000 rise in confirmed cases https://t.co/ikk0X4PIXm"
1286,4898091,2020-02-13 01:30:12+00:00, ,1.22777E+18,en,26,3,1,28,,,,SocialFlow,"Hubei province, the centre of the coronavirus outbreak, reported a dramatic jump in new deaths and confirmed cases as of the end of Wednesday after changes to its reporting methodology. Follow our live coverage here: https://t.co/olzNjMrfFr https://t.co/eRSG34opC3"
1285,4898091,2020-02-13 02:25:01+00:00, ,1.22778E+18,en,42,3,1,35,,,,SocialFlow,China accused of under-reporting coronavirus outbreak https://t.co/ZLlE48X3TH
1282,4898091,2020-02-13 04:00:10+00:00, ,1.2278E+18,en,29,6,0,22,,,,SocialFlow,"Just in: China’s Communist party has sacked its top official in Hubei, the province at the centre of the coronavirus outbreak. Follow our live coverage here:  https://t.co/BaFFn5Qjzd https://t.co/kgrUqB4U9S"
1281,4898091,2020-02-13 04:21:10+00:00, ,1.22781E+18,en,24,1,1,20,,,,SocialFlow,"The People’s Bank of China has filed more than 80 patents, seen and verified by the Financial Times, related to Beijing’s secretive push to launch a digital currency https://t.co/RtyTFjq4Yv"
1280,4898091,2020-02-13 04:40:10+00:00, ,1.22781E+18,en,20,0,2,13,,,,SocialFlow,"‘Hong Kongers would usually support demands for freedom on the mainland, but, during the coronavirus crisis, we see hesitation and confusion all around,’ writes Simon Cheng, a former UK consulate employee in Hong Kong https://t.co/S2MLgHzfbY"
1279,4898091,2020-02-13 05:00:11+00:00, ,1.22782E+18,en,6,0,3,4,,,,SocialFlow,"House Democrats said William Barr, the US attorney-general, will testify over allegations of political interference in the case of Roger Stone, a longtime Trump ally https://t.co/OxXpUafnxC"
1276,4898091,2020-02-13 05:50:07+00:00, ,1.22783E+18,en,20,1,2,28,,,,SocialFlow,Just in: China’s Communist party has replaced a top official governing Hong Kong and pulled another senior leader out of semi-retirement as the territory contends with protests and the coronavirus outbreak https://t.co/fyF9NddxV6 https://t.co/j16FNoQsiS
1274,4898091,2020-02-13 06:20:05+00:00, ,1.22784E+18,en,24,0,3,16,,,,SocialFlow,"Charlie Munger, Warren Buffett’s right-hand man at Berkshire Hathaway, had little positive to say about the outlook of the news business: ‘Technological change is destroying daily newspapers in America’ https://t.co/9qHtYp7bzp"
1273,4898091,2020-02-13 06:40:07+00:00, ,1.22784E+18,en,28,3,3,11,,,,SocialFlow,"With no end in sight to a prolonged business shutdown as coronavirus grips China, small corporate defaults are threatening to cause big trouble for the country’s banks https://t.co/1pg3iEia5I"
1271,4898091,2020-02-13 07:15:11+00:00, ,1.22785E+18,en,18,2,0,4,,,,SocialFlow,"Former prime minister John Major has broken a monthslong silence on Brexit, which he called a ‘self-inflicted wound’, warning that any trade deal negotiated with the EU by the end of the year will inevitably be ‘flimsy’ https://t.co/aIPRwYFmX5 https://t.co/n9k94FFz7M"
1267,4898091,2020-02-13 08:00:05+00:00, ,1.22787E+18,en,20,1,1,12,,,,SocialFlow,"Just in: Jes Staley, Barclays’ chief executive, is being investigated by Britain’s two main financial watchdogs over his links to Jeffrey Epstein https://t.co/VYUbkJ9cuk"
1266,4898091,2020-02-13 08:15:13+00:00, ,1.22787E+18,en,21,0,0,8,,,,SocialFlow,"Sinn Féin was a political outcast, reviled as the mouthpiece of the IRA. But deep discontent drove its seismic electoral breakthrough — particularly among young voters with few memories of the Troubles in Northern Ireland https://t.co/72Ip1djFlx"
1264,4898091,2020-02-13 08:45:08+00:00, ,1.22788E+18,en,12,1,0,8,,,,SocialFlow,Philip Stephens: Politics has been turned inside out. Europe is waving goodbye to the two-party politics that shaped its democracies https://t.co/CfT3J7UPjz
1262,4898091,2020-02-13 09:20:08+00:00, ,1.22789E+18,en,24,5,3,20,,,,SocialFlow,Spain’s foreign minister has welcomed post-Brexit talks with the UK as an ‘incredible opportunity’ to address the centuries-old dispute over Gibraltar https://t.co/n4SfA5WA4o
1257,4898091,2020-02-13 11:00:11+00:00, ,1.22791E+18,en,24,1,2,20,,,,SocialFlow,"Huawei is in talks to pay the London School of Economics £105,000 for a three-year project to study the technology company’s 'leadership' in the development of 5G technology, despite concerns about the university’s financial links to China https://t.co/9GSsBkNyC4"
1248,4898091,2020-02-13 13:00:20+00:00, ,1.22794E+18,en,14,0,1,5,,,,SocialFlow,"Edward Luce: 'It is possible today’s society is so desensitised to shock in general that our politics is doomed to a rhetorical arms race'
https://t.co/PjhC0XGjEM"
1245,4898091,2020-02-13 13:40:05+00:00, ,1.22795E+18,en,16,4,6,12,,,,SocialFlow,"Donald Trump’s post-acquittal conduct has stoked criticism that the US president is undermining the rule of law
https://t.co/yLKtQarfnQ"
1242,4898091,2020-02-13 14:20:09+00:00, ,1.22796E+18,en,14,5,1,9,,,,SocialFlow,"The House of Commons and Lords Commissions have now been informed that the cost of repairing Big Ben has increased to £79.7m
https://t.co/bj1OUjaNL9"
1241,4898091,2020-02-13 14:40:07+00:00, ,1.22797E+18,en,22,0,0,8,,,,SocialFlow,"Here's a reading list to help you understand the spread of viruses and the threat of a global pandemic: 
https://t.co/8vs4DDWnso"
1237,4898091,2020-02-13 15:28:47+00:00, ,1.22798E+18,en,0,0,0,15,,,,SocialFlow,"RT @htsi: Our new look How To Spend It, starring supermodel Malgosia Bela, is out this weekend. We’re pretty excited to share it with you.…"
1236,4898091,2020-02-13 15:40:06+00:00, ,1.22798E+18,en,6,0,0,5,,,,SocialFlow,"Will Boris Johnson keep his promise to ‘Get Brexit Done’? Join @SebastianEPayne and guests for a live recording of the FT’s UK Politics Podcast on February 26
https://t.co/5SmtnFxji8 https://t.co/Fs5vTiljJF"
1235,4898091,2020-02-13 16:00:26+00:00, ,1.22799E+18,en,5,0,0,3,,,,SocialFlow,"Fifteen months since the ousting of its former chairman Carlos Ghosn, Nissan’s new boss Makoto Uchida admitted a full recovery in 2020 was off the table even before the coronavirus outbreak hit its supply chain https://t.co/hOO5s0ugBY"
1233,4898091,2020-02-13 16:40:09+00:00, ,1.228E+18,en,4,0,0,3,,,,SocialFlow,"The world's largest social network has banned pages linked to telecoms providers in Vietnam and Myanmar
https://t.co/TMARYoNyU6"
1231,4898091,2020-02-13 17:20:08+00:00, ,1.22801E+18,en,21,3,0,6,,,,SocialFlow,"Leopoldstadt is Tom Stoppard's first play for five years – a moving, teeming, 'momentous' drama about a Viennese Jewish family. It gets ★★★★☆ from the FT: https://t.co/DQsQlP0Omo"
1230,4898091,2020-02-13 17:40:13+00:00, ,1.22801E+18,en,16,1,1,3,,,,SocialFlow,"Speaking outside of his home, Sajid Javid, the former UK chancellor, explained his decision to stand down from government saying that he 'felt he was left with no option other than to resign'. Follow live updates and analysis here: https://t.co/ES3qvaWZKl https://t.co/6AMUUuDuo3"
1229,4898091,2020-02-13 18:00:10+00:00, ,1.22802E+18,en,10,2,3,6,,,,SocialFlow,"Martin Wolf: Glib slogans will not fix any of this. In the end, reality bites
https://t.co/xMFKWx9qTs"
1228,4898091,2020-02-13 18:20:08+00:00, ,1.22802E+18,en,26,2,4,8,,,,SocialFlow,"On Thursday two New York billionaires publicly denigrated each other, with one making fun of his rival’s stature and the other claiming fellow friends laugh about his adversary’s failed real estate investments. Can you guess who they were? https://t.co/3R59LJmA7h"
1225,4898091,2020-02-13 19:20:09+00:00, ,1.22804E+18,en,17,0,1,7,,,,SocialFlow,Europe’s two-party political landscape has been upended — what’s left in the aftermath and what’s next? Read Philip Stephens’s latest column to find out more https://t.co/IjbgSidd5r
1224,4898091,2020-02-13 19:40:07+00:00, ,1.22804E+18,en,8,0,1,9,,,,SocialFlow,US presidential candidate Pete Buttigieg is facing criticism on race relations in his hometown. Critics point to racially-charged controversy during his 8 years as mayor https://t.co/xdz3vfojUU
1221,4898091,2020-02-13 20:40:09+00:00, ,1.22806E+18,en,26,0,0,15,,,,SocialFlow,"Amazon has won a request to temporarily block a $10bn US defence contract awarded to rival Microsoft, after accusing the Trump administration of having shown 'unmistakable bias' in its procurement process https://t.co/WB5jOY6xii"
1217,4898091,2020-02-13 21:40:11+00:00, ,1.22807E+18,en,15,0,3,6,,,,SocialFlow,Thursday was a dramatic day for Boris Johnson as he reshuffled his cabinet. Economists and political scientists all agreed that the PM's new policies will increase public spending and downgrade fiscal prudence. So what now for the UK's economy? https://t.co/0mTRQu32Qp
1216,4898091,2020-02-13 22:00:11+00:00, ,1.22808E+18,en,14,1,2,4,,,,SocialFlow,"The US Senate has voted to limit Donald Trump’s military authority in Iran, with eight Republicans supporting the Democratic-sponsored measure triggered by the president’s decision to kill the top Iranian military commander Qassem Soleimani https://t.co/nwPTMBCx5p"
1210,4898091,2020-02-13 23:40:08+00:00, ,1.2281E+18,en,22,2,1,11,,,,SocialFlow,"Brazilians’ views on a spectrum of social issues, from abortion to gay marriage and the death penalty, have grown more conservative https://t.co/6tBk9LJk5i"
